identificador_cliente,sector_economico,fecha_afiliacion
10230,Minería/Servicios,2021-01-19
10231,Independientes,2021-01-19
10232,Independientes,2021-01-19
10233,Independientes,2021-01-19
10234,Comercio Minorista,2021-01-19
10235,Minería/Servicios,2021-01-19
10236,Ganadería/Agro,2021-01-19
10237,Comercio Minorista,2021-01-19
10238,Ganadería/Agro,2021-01-19
10239,Ganadería/Agro,2021-01-19
10240,Comercio Minorista,2021-01-19
10241,Comercio Minorista,2021-01-20
10242,Minería/Servicios,2021-01-20
10243,Minería/Servicios,2021-01-20
10244,Independientes,2021-01-20
10245,Ganadería/Agro,2021-01-20
10246,Minería/Servicios,2021-01-20
10247,Independientes,2021-01-20
10248,Minería/Servicios,2021-01-20
10249,Comercio Minorista,2021-01-20
10250,Minería/Servicios,2021-01-20
10251,Ganadería/Agro,2021-01-20
10252,Minería/Servicios,2021-01-20
10253,Ganadería/Agro,2021-01-20
10254,Comercio Minorista,2021-01-20
10255,Ganadería/Agro,2021-01-20
10256,Minería/Servicios,2021-01-20
10257,Independientes,2021-01-20
10258,Comercio Minorista,2021-01-20
10259,Minería/Servicios,2021-01-20
10260,Comercio Minorista,2021-01-20
10261,Comercio Minorista,2021-01-20
10262,Minería/Servicios,2021-01-20
10263,Minería/Servicios,2021-01-20
10264,Independientes,2021-01-20
10265,Comercio Minorista,2021-01-21
10266,Comercio Minorista,2021-01-21
10267,Minería/Servicios,2021-01-21
10268,Ganadería/Agro,2021-01-21
10269,Minería/Servicios,2021-01-21
10270,Comercio Minorista,2021-01-21
10271,Minería/Servicios,2021-01-21
10272,Independientes,2021-01-21
10273,Ganadería/Agro,2021-01-21
10274,Minería/Servicios,2021-01-21
10275,Independientes,2021-01-21
10276,Comercio Minorista,2021-01-21
10277,Minería/Servicios,2021-01-21
10278,Comercio Minorista,2021-01-21
10279,Independientes,2021-01-21
10280,Comercio Minorista,2021-01-21
10281,Independientes,2021-01-21
10282,Independientes,2021-01-21
10283,Independientes,2021-01-21
10284,Minería/Servicios,2021-01-21
10285,Comercio Minorista,2021-01-21
10286,Comercio Minorista,2021-01-21
10287,Ganadería/Agro,2021-01-21
10288,Ganadería/Agro,2021-01-21
10289,Ganadería/Agro,2021-01-22
10290,Ganadería/Agro,2021-01-22
10291,Comercio Minorista,2021-01-22
10292,Independientes,2021-01-22
10293,Independientes,2021-01-22
10294,Minería/Servicios,2021-01-22
10295,Independientes,2021-01-22
10296,Comercio Minorista,2021-01-22
10297,Comercio Minorista,2021-01-22
10298,Comercio Minorista,2021-01-22
10299,Minería/Servicios,2021-01-22
10300,Ganadería/Agro,2021-01-22
10301,Independientes,2021-01-22
10302,Comercio Minorista,2021-01-22
10303,Comercio Minorista,2021-01-22
10304,Ganadería/Agro,2021-01-22
10305,Comercio Minorista,2021-01-22
10306,Independientes,2021-01-22
10307,Minería/Servicios,2021-01-22
10308,Comercio Minorista,2021-01-22
10309,Independientes,2021-01-22
10310,Comercio Minorista,2021-01-22
10311,Ganadería/Agro,2021-01-22
10312,Comercio Minorista,2021-01-22
10313,Comercio Minorista,2021-01-23
10314,Minería/Servicios,2021-01-23
10315,Ganadería/Agro,2021-01-23
10316,Ganadería/Agro,2021-01-23
10317,Minería/Servicios,2021-01-23
10318,Comercio Minorista,2021-01-23
10319,Independientes,2021-01-23
10320,Ganadería/Agro,2021-01-23
10321,Ganadería/Agro,2021-01-23
10322,Comercio Minorista,2021-01-23
10323,Comercio Minorista,2021-01-23
10324,Ganadería/Agro,2021-01-23
10325,Comercio Minorista,2021-01-23
10326,Independientes,2021-01-23
10327,Ganadería/Agro,2021-01-23
10328,Independientes,2021-01-23
10329,Independientes,2021-01-23
10330,Comercio Minorista,2021-01-23
10331,Independientes,2021-01-23
10332,Comercio Minorista,2021-01-23
10333,Minería/Servicios,2021-01-23
10334,Comercio Minorista,2021-01-23
10335,Independientes,2021-01-23
10336,Minería/Servicios,2021-01-23
10337,Comercio Minorista,2021-01-24
10338,Independientes,2021-01-24
10339,Ganadería/Agro,2021-01-24
10340,Ganadería/Agro,2021-01-24
10341,Comercio Minorista,2021-01-24
10342,Comercio Minorista,2021-01-24
10343,Ganadería/Agro,2021-01-24
10344,Independientes,2021-01-24
10345,Independientes,2021-01-24
10346,Independientes,2021-01-24
10347,Comercio Minorista,2021-01-24
10348,Minería/Servicios,2021-01-24
10349,Minería/Servicios,2021-01-24
10350,Minería/Servicios,2021-01-24
10351,Minería/Servicios,2021-01-24
10352,Minería/Servicios,2021-01-24
10353,Comercio Minorista,2021-01-24
10354,Comercio Minorista,2021-01-24
10355,Minería/Servicios,2021-01-24
10356,Comercio Minorista,2021-01-24
10357,Comercio Minorista,2021-01-24
10358,Minería/Servicios,2021-01-24
10359,Independientes,2021-01-24
10360,Comercio Minorista,2021-01-24
10361,Independientes,2021-01-25
10362,Comercio Minorista,2021-01-25
10363,Comercio Minorista,2021-01-25
10364,Minería/Servicios,2021-01-25
10365,Comercio Minorista,2021-01-25
10366,Ganadería/Agro,2021-01-25
10367,Ganadería/Agro,2021-01-25
10368,Minería/Servicios,2021-01-25
10369,Independientes,2021-01-25
10370,Independientes,2021-01-25
10371,Independientes,2021-01-25
10372,Ganadería/Agro,2021-01-25
10373,Independientes,2021-01-25
10374,Independientes,2021-01-25
10375,Minería/Servicios,2021-01-25
10376,Independientes,2021-01-25
10377,Ganadería/Agro,2021-01-25
10378,Ganadería/Agro,2021-01-25
10379,Ganadería/Agro,2021-01-25
10380,Minería/Servicios,2021-01-25
10381,Minería/Servicios,2021-01-25
10382,Comercio Minorista,2021-01-25
10383,Independientes,2021-01-25
10384,Minería/Servicios,2021-01-25
10385,Ganadería/Agro,2021-01-26
10386,Ganadería/Agro,2021-01-26
10387,Minería/Servicios,2021-01-26
10388,Minería/Servicios,2021-01-26
10389,Minería/Servicios,2021-01-26
10390,Comercio Minorista,2021-01-26
10391,Ganadería/Agro,2021-01-26
10392,Comercio Minorista,2021-01-26
10393,Comercio Minorista,2021-01-26
10394,Independientes,2021-01-26
10395,Ganadería/Agro,2021-01-26
10396,Ganadería/Agro,2021-01-26
10397,Minería/Servicios,2021-01-26
10398,Minería/Servicios,2021-01-26
10399,Independientes,2021-01-26
10400,Comercio Minorista,2021-01-26
10401,Minería/Servicios,2021-01-26
10402,Minería/Servicios,2021-01-26
10403,Ganadería/Agro,2021-01-26
10404,Ganadería/Agro,2021-01-26
10405,Minería/Servicios,2021-01-26
10406,Ganadería/Agro,2021-01-26
10407,Independientes,2021-01-26
10408,Minería/Servicios,2021-01-26
10409,Ganadería/Agro,2021-01-27
10410,Independientes,2021-01-27
10411,Ganadería/Agro,2021-01-27
10412,Ganadería/Agro,2021-01-27
10413,Ganadería/Agro,2021-01-27
10414,Minería/Servicios,2021-01-27
10415,Comercio Minorista,2021-01-27
10416,Ganadería/Agro,2021-01-27
10417,Independientes,2021-01-27
10418,Minería/Servicios,2021-01-27
10419,Minería/Servicios,2021-01-27
10420,Independientes,2021-01-27
10421,Ganadería/Agro,2021-01-27
10422,Comercio Minorista,2021-01-27
10423,Ganadería/Agro,2021-01-27
10424,Independientes,2021-01-27
10425,Minería/Servicios,2021-01-27
10426,Comercio Minorista,2021-01-27
10427,Minería/Servicios,2021-01-27
10428,Independientes,2021-01-27
10429,Ganadería/Agro,2021-01-27
10430,Comercio Minorista,2021-01-27
10431,Minería/Servicios,2021-01-27
10432,Minería/Servicios,2021-01-27
10433,Minería/Servicios,2021-01-28
10434,Ganadería/Agro,2021-01-28
10435,Comercio Minorista,2021-01-28
10436,Ganadería/Agro,2021-01-28
10437,Ganadería/Agro,2021-01-28
10438,Ganadería/Agro,2021-01-28
10439,Independientes,2021-01-28
10440,Independientes,2021-01-28
10441,Independientes,2021-01-28
10442,Comercio Minorista,2021-01-28
10443,Ganadería/Agro,2021-01-28
10444,Ganadería/Agro,2021-01-28
10445,Independientes,2021-01-28
10446,Ganadería/Agro,2021-01-28
10447,Ganadería/Agro,2021-01-28
10448,Minería/Servicios,2021-01-28
10449,Ganadería/Agro,2021-01-28
10450,Minería/Servicios,2021-01-28
10451,Ganadería/Agro,2021-01-28
10452,Comercio Minorista,2021-01-28
10453,Independientes,2021-01-28
10454,Minería/Servicios,2021-01-28
10455,Independientes,2021-01-28
10456,Minería/Servicios,2021-01-28
10457,Minería/Servicios,2021-01-29
10458,Minería/Servicios,2021-01-29
10459,Comercio Minorista,2021-01-29
10460,Ganadería/Agro,2021-01-29
10461,Minería/Servicios,2021-01-29
10462,Comercio Minorista,2021-01-29
10463,Minería/Servicios,2021-01-29
10464,Ganadería/Agro,2021-01-29
10465,Minería/Servicios,2021-01-29
10466,Comercio Minorista,2021-01-29
10467,Ganadería/Agro,2021-01-29
10468,Comercio Minorista,2021-01-29
10469,Ganadería/Agro,2021-01-29
10470,Ganadería/Agro,2021-01-29
10471,Independientes,2021-01-29
10472,Independientes,2021-01-29
10473,Independientes,2021-01-29
10474,Ganadería/Agro,2021-01-29
10475,Minería/Servicios,2021-01-29
10476,Comercio Minorista,2021-01-29
10477,Comercio Minorista,2021-01-29
10478,Comercio Minorista,2021-01-29
10479,Independientes,2021-01-29
10480,Ganadería/Agro,2021-01-29
10481,Independientes,2021-01-30
10482,Minería/Servicios,2021-01-30
10483,Ganadería/Agro,2021-01-30
10484,Comercio Minorista,2021-01-30
10485,Independientes,2021-01-30
10486,Independientes,2021-01-30
10487,Minería/Servicios,2021-01-30
10488,Minería/Servicios,2021-01-30
10489,Independientes,2021-01-30
10490,Minería/Servicios,2021-01-30
10491,Comercio Minorista,2021-01-30
10492,Minería/Servicios,2021-01-30
10493,Minería/Servicios,2021-01-30
10494,Independientes,2021-01-30
10495,Independientes,2021-01-30
10496,Ganadería/Agro,2021-01-30
10497,Ganadería/Agro,2021-01-30
10498,Independientes,2021-01-30
10499,Minería/Servicios,2021-01-30
10500,Minería/Servicios,2021-01-30
10501,Ganadería/Agro,2021-01-30
10502,Ganadería/Agro,2021-01-30
10503,Ganadería/Agro,2021-01-30
10504,Comercio Minorista,2021-01-30
10505,Comercio Minorista,2021-01-31
10506,Ganadería/Agro,2021-01-31
10507,Minería/Servicios,2021-01-31
10508,Ganadería/Agro,2021-01-31
10509,Comercio Minorista,2021-01-31
10510,Minería/Servicios,2021-01-31
10511,Comercio Minorista,2021-01-31
10512,Minería/Servicios,2021-01-31
10513,Comercio Minorista,2021-01-31
10514,Minería/Servicios,2021-01-31
10515,Minería/Servicios,2021-01-31
10516,Minería/Servicios,2021-01-31
10517,Minería/Servicios,2021-01-31
10518,Independientes,2021-01-31
10519,Comercio Minorista,2021-01-31
10520,Comercio Minorista,2021-01-31
10521,Independientes,2021-01-31
10522,Minería/Servicios,2021-01-31
10523,Minería/Servicios,2021-01-31
10524,Comercio Minorista,2021-01-31
10525,Independientes,2021-01-31
10526,Minería/Servicios,2021-01-31
10527,Minería/Servicios,2021-01-31
10528,Minería/Servicios,2021-01-31
10529,Ganadería/Agro,2021-02-01
10530,Independientes,2021-02-01
10531,Minería/Servicios,2021-02-01
10532,Ganadería/Agro,2021-02-01
10533,Independientes,2021-02-01
10534,Minería/Servicios,2021-02-01
10535,Comercio Minorista,2021-02-01
10536,Ganadería/Agro,2021-02-01
10537,Ganadería/Agro,2021-02-01
10538,Minería/Servicios,2021-02-01
10539,Minería/Servicios,2021-02-01
10540,Ganadería/Agro,2021-02-01
10541,Comercio Minorista,2021-02-01
10542,Comercio Minorista,2021-02-01
10543,Independientes,2021-02-01
10544,Minería/Servicios,2021-02-01
10545,Comercio Minorista,2021-02-01
10546,Independientes,2021-02-01
10547,Comercio Minorista,2021-02-01
10548,Minería/Servicios,2021-02-01
10549,Independientes,2021-02-01
10550,Independientes,2021-02-01
10551,Independientes,2021-02-01
10552,Comercio Minorista,2021-02-01
10553,Minería/Servicios,2021-02-02
10554,Independientes,2021-02-02
10555,Ganadería/Agro,2021-02-02
10556,Minería/Servicios,2021-02-02
10557,Ganadería/Agro,2021-02-02
10558,Ganadería/Agro,2021-02-02
10559,Independientes,2021-02-02
10560,Independientes,2021-02-02
10561,Comercio Minorista,2021-02-02
10562,Comercio Minorista,2021-02-02
10563,Comercio Minorista,2021-02-02
10564,Minería/Servicios,2021-02-02
10565,Comercio Minorista,2021-02-02
10566,Ganadería/Agro,2021-02-02
10567,Comercio Minorista,2021-02-02
10568,Independientes,2021-02-02
10569,Comercio Minorista,2021-02-02
10570,Minería/Servicios,2021-02-02
10571,Minería/Servicios,2021-02-02
10572,Ganadería/Agro,2021-02-02
10573,Minería/Servicios,2021-02-02
10574,Comercio Minorista,2021-02-02
10575,Independientes,2021-02-02
10576,Minería/Servicios,2021-02-02
10577,Ganadería/Agro,2021-02-03
10578,Comercio Minorista,2021-02-03
10579,Ganadería/Agro,2021-02-03
10580,Minería/Servicios,2021-02-03
10581,Minería/Servicios,2021-02-03
10582,Ganadería/Agro,2021-02-03
10583,Comercio Minorista,2021-02-03
10584,Minería/Servicios,2021-02-03
10585,Independientes,2021-02-03
10586,Minería/Servicios,2021-02-03
10587,Comercio Minorista,2021-02-03
10588,Minería/Servicios,2021-02-03
10589,Ganadería/Agro,2021-02-03
10590,Minería/Servicios,2021-02-03
10591,Minería/Servicios,2021-02-03
10592,Comercio Minorista,2021-02-03
10593,Ganadería/Agro,2021-02-03
10594,Comercio Minorista,2021-02-03
10595,Minería/Servicios,2021-02-03
10596,Independientes,2021-02-03
10597,Minería/Servicios,2021-02-03
10598,Comercio Minorista,2021-02-03
10599,Independientes,2021-02-03
10600,Comercio Minorista,2021-02-03
10601,Comercio Minorista,2021-02-04
10602,Ganadería/Agro,2021-02-04
10603,Independientes,2021-02-04
10604,Minería/Servicios,2021-02-04
10605,Comercio Minorista,2021-02-04
10606,Minería/Servicios,2021-02-04
10607,Ganadería/Agro,2021-02-04
10608,Ganadería/Agro,2021-02-04
10609,Independientes,2021-02-04
10610,Ganadería/Agro,2021-02-04
10611,Ganadería/Agro,2021-02-04
10612,Minería/Servicios,2021-02-04
10613,Ganadería/Agro,2021-02-04
10614,Ganadería/Agro,2021-02-04
10615,Comercio Minorista,2021-02-04
10616,Ganadería/Agro,2021-02-04
10617,Comercio Minorista,2021-02-04
10618,Ganadería/Agro,2021-02-04
10619,Ganadería/Agro,2021-02-04
10620,Independientes,2021-02-04
10621,Independientes,2021-02-04
10622,Comercio Minorista,2021-02-04
10623,Ganadería/Agro,2021-02-04
10624,Minería/Servicios,2021-02-04
10625,Independientes,2021-02-05
10626,Minería/Servicios,2021-02-05
10627,Independientes,2021-02-05
10628,Independientes,2021-02-05
10629,Ganadería/Agro,2021-02-05
10630,Independientes,2021-02-05
10631,Minería/Servicios,2021-02-05
10632,Independientes,2021-02-05
10633,Comercio Minorista,2021-02-05
10634,Ganadería/Agro,2021-02-05
10635,Ganadería/Agro,2021-02-05
10636,Comercio Minorista,2021-02-05
10637,Comercio Minorista,2021-02-05
10638,Comercio Minorista,2021-02-05
10639,Independientes,2021-02-05
10640,Ganadería/Agro,2021-02-05
10641,Comercio Minorista,2021-02-05
10642,Independientes,2021-02-05
10643,Comercio Minorista,2021-02-05
10644,Minería/Servicios,2021-02-05
10645,Minería/Servicios,2021-02-05
10646,Ganadería/Agro,2021-02-05
10647,Independientes,2021-02-05
10648,Minería/Servicios,2021-02-05
10649,Minería/Servicios,2021-02-06
10650,Independientes,2021-02-06
10651,Comercio Minorista,2021-02-06
10652,Independientes,2021-02-06
10653,Comercio Minorista,2021-02-06
10654,Minería/Servicios,2021-02-06
10655,Minería/Servicios,2021-02-06
10656,Minería/Servicios,2021-02-06
10657,Ganadería/Agro,2021-02-06
10658,Ganadería/Agro,2021-02-06
10659,Ganadería/Agro,2021-02-06
10660,Independientes,2021-02-06
10661,Minería/Servicios,2021-02-06
10662,Minería/Servicios,2021-02-06
10663,Independientes,2021-02-06
10664,Ganadería/Agro,2021-02-06
10665,Independientes,2021-02-06
10666,Ganadería/Agro,2021-02-06
10667,Minería/Servicios,2021-02-06
10668,Comercio Minorista,2021-02-06
10669,Ganadería/Agro,2021-02-06
10670,Minería/Servicios,2021-02-06
10671,Minería/Servicios,2021-02-06
10672,Comercio Minorista,2021-02-06
10673,Minería/Servicios,2021-02-07
10674,Minería/Servicios,2021-02-07
10675,Ganadería/Agro,2021-02-07
10676,Ganadería/Agro,2021-02-07
10677,Comercio Minorista,2021-02-07
10678,Comercio Minorista,2021-02-07
10679,Minería/Servicios,2021-02-07
10680,Ganadería/Agro,2021-02-07
10681,Comercio Minorista,2021-02-07
10682,Comercio Minorista,2021-02-07
10683,Independientes,2021-02-07
10684,Comercio Minorista,2021-02-07
10685,Minería/Servicios,2021-02-07
10686,Ganadería/Agro,2021-02-07
10687,Comercio Minorista,2021-02-07
10688,Independientes,2021-02-07
10689,Ganadería/Agro,2021-02-07
10690,Comercio Minorista,2021-02-07
10691,Independientes,2021-02-07
10692,Comercio Minorista,2021-02-07
10693,Ganadería/Agro,2021-02-07
10694,Ganadería/Agro,2021-02-07
10695,Ganadería/Agro,2021-02-07
10696,Minería/Servicios,2021-02-07
10697,Comercio Minorista,2021-02-08
10698,Minería/Servicios,2021-02-08
10699,Ganadería/Agro,2021-02-08
10700,Independientes,2021-02-08
10701,Comercio Minorista,2021-02-08
10702,Minería/Servicios,2021-02-08
10703,Comercio Minorista,2021-02-08
10704,Independientes,2021-02-08
10705,Minería/Servicios,2021-02-08
10706,Ganadería/Agro,2021-02-08
10707,Minería/Servicios,2021-02-08
10708,Comercio Minorista,2021-02-08
10709,Comercio Minorista,2021-02-08
10710,Comercio Minorista,2021-02-08
10711,Comercio Minorista,2021-02-08
10712,Ganadería/Agro,2021-02-08
10713,Minería/Servicios,2021-02-08
10714,Ganadería/Agro,2021-02-08
10715,Ganadería/Agro,2021-02-08
10716,Ganadería/Agro,2021-02-08
10717,Comercio Minorista,2021-02-08
10718,Comercio Minorista,2021-02-08
10719,Comercio Minorista,2021-02-08
10720,Minería/Servicios,2021-02-08
10721,Independientes,2021-02-09
10722,Comercio Minorista,2021-02-09
10723,Minería/Servicios,2021-02-09
10724,Comercio Minorista,2021-02-09
10725,Comercio Minorista,2021-02-09
10726,Ganadería/Agro,2021-02-09
10727,Ganadería/Agro,2021-02-09
10728,Ganadería/Agro,2021-02-09
10729,Minería/Servicios,2021-02-09
10730,Independientes,2021-02-09
10731,Independientes,2021-02-09
10732,Minería/Servicios,2021-02-09
10733,Comercio Minorista,2021-02-09
10734,Minería/Servicios,2021-02-09
10735,Comercio Minorista,2021-02-09
10736,Minería/Servicios,2021-02-09
10737,Minería/Servicios,2021-02-09
10738,Minería/Servicios,2021-02-09
10739,Independientes,2021-02-09
10740,Ganadería/Agro,2021-02-09
10741,Minería/Servicios,2021-02-09
10742,Independientes,2021-02-09
10743,Ganadería/Agro,2021-02-09
10744,Ganadería/Agro,2021-02-09
10745,Minería/Servicios,2021-02-10
10746,Comercio Minorista,2021-02-10
10747,Comercio Minorista,2021-02-10
10748,Comercio Minorista,2021-02-10
10749,Minería/Servicios,2021-02-10
10750,Comercio Minorista,2021-02-10
10751,Independientes,2021-02-10
10752,Independientes,2021-02-10
10753,Independientes,2021-02-10
10754,Independientes,2021-02-10
10755,Ganadería/Agro,2021-02-10
10756,Independientes,2021-02-10
10757,Comercio Minorista,2021-02-10
10758,Minería/Servicios,2021-02-10
10759,Comercio Minorista,2021-02-10
10760,Independientes,2021-02-10
10761,Ganadería/Agro,2021-02-10
10762,Independientes,2021-02-10
10763,Minería/Servicios,2021-02-10
10764,Comercio Minorista,2021-02-10
10765,Minería/Servicios,2021-02-10
10766,Minería/Servicios,2021-02-10
10767,Minería/Servicios,2021-02-10
10768,Comercio Minorista,2021-02-10
10769,Independientes,2021-02-11
10770,Minería/Servicios,2021-02-11
10771,Comercio Minorista,2021-02-11
10772,Ganadería/Agro,2021-02-11
10773,Comercio Minorista,2021-02-11
10774,Ganadería/Agro,2021-02-11
10775,Comercio Minorista,2021-02-11
10776,Independientes,2021-02-11
10777,Minería/Servicios,2021-02-11
10778,Independientes,2021-02-11
10779,Comercio Minorista,2021-02-11
10780,Minería/Servicios,2021-02-11
10781,Ganadería/Agro,2021-02-11
10782,Comercio Minorista,2021-02-11
10783,Minería/Servicios,2021-02-11
10784,Ganadería/Agro,2021-02-11
10785,Ganadería/Agro,2021-02-11
10786,Independientes,2021-02-11
10787,Comercio Minorista,2021-02-11
10788,Ganadería/Agro,2021-02-11
10789,Minería/Servicios,2021-02-11
10790,Ganadería/Agro,2021-02-11
10791,Ganadería/Agro,2021-02-11
10792,Independientes,2021-02-11
10793,Independientes,2021-02-12
